Placa de Video Galax Geforce Gtx 1660 Ti Oc 6gb Gddr6 192 Bits - 60irl7dsy91c ; R$ 2.458,50 ;  Data: 17/10/2022 
Placa de Vídeo Galax GTX 1660 6GBDP/HDMI/DVI 60SRH7DSY91C ; R$ 2.167,08 ;  Data: 17/10/2022 
Placa De Video Nvidia Geforce 64Bits Gt-210 Knup ; R$ 335,69 ;  Data: 17/10/2022 
Placa de Video Nvidia GeForce GTX 1650 Ventus XS OC 4GB GDDR6 912-V809-3445 - MSI ; R$ 1.854,07 ;  Data: 17/10/2022 
Placa de Vídeo Colorful GeForce GT 1030 2GB GDDR4 64Bit GT1030 2G V5-V ; R$ 769,90 ;  Data: 17/10/2022 
Placa De Vídeo Afox Geforce Gt240 1Gb Ddr3 Hdmi Dvi Vga Pci-E Af240-1024D3L2 X ; R$ 531,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5 220 2GB DDR3 - AFR5220 ; R$ 349,90 ;  Data: 17/10/2022 
Placa De Video Gtx 1650 4gb Ghost G6 128bits Gainward ; R$ 2.499,99 ;  Data: 17/10/2022 
Placa De Vídeo 1G G210 Goline Gl-Gt210 Ddr3 Low Profile. - Nesti Dante ; R$ 391,15 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Series DDR3 Nvidia Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de video afox geforce gt710 2gb ddr3 64bit - hdmi - dvi - vga - af710-2048d3l5-v3 - Nvidia ; R$ 450,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT610 2GB DDR3 64 bits ; R$ 499,99 ;  Data: 17/10/2022 
Placa de Video 8Gb RX6600 128bits 3xDisplayPort/1xHdmi RX6600-Challenger D Asrock ; R$ 2.962,17 ;  Data: 17/10/2022 
Placa de Video R5 230 Amd Radeon 2GB Low Profile - Pcyes ; R$ 389,90 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT 740, 4GB, GDDR5, 128 Bits, Dual Fan, HDMI/DVI/VGA - AF740-4096D5H2-V2 ; R$ 925,22 ;  Data: 17/10/2022 
Placa de video 4gb gddr6 128bit gtx 1650 1click oc - galax ; R$ 2.419,00 ;  Data: 17/10/2022 
Placa De Video Geforce Gt220 1gb Ddr3 128btis Afox ; R$ 243,42 ;  Data: 17/10/2022 
Placa De Video 5450 2Gb Ddr3 Afox ; R$ 321,35 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA Gainward GeForce RTX 3050 LHR 8GB DDR6 192 Bits - 63050019P1-190AB ; R$ 2.798,90 ;  Data: 17/10/2022 
Placa de video afox geforce gt610 1gb ddr3 64bit lp single fan dvi hdmi vga ; R$ 371,43 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia GeForce RTX 3080 MSI Ventus 3X Plus OC LHR 10GB GDDR6X PCI-Ex 4.0 912-V389-263 ; R$ 6.315,00 ;  Data: 17/10/2022 
Placa de Vídeo Radeon R5 220 - PCYes ; R$ 350,00 ;  Data: 17/10/2022 
Placa de Video Nvidia GeForce RTX 3070 EX 8GB GDDR6 LHR 37NSL6MD2VXI GALAX ; R$ 5.256,57 ;  Data: 17/10/2022 
Placa De Video 5450 2Gb Ddr3 Afox ; R$ 291,48 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce GT 1030 D4 2G, DDR4 - GV-N1030D4-2GL ; R$ 4.199,90 ;  Data: 17/10/2022 
Placa de Vídeo Palit GeForce GTX 1650 GP 4GB 128Bit GDDR6 NE6165001BG1-1175A ; R$ 1.538,10 ;  Data: 17/10/2022 
Placa de video KP-GT210 1GB HDMI DDR3 Nvidia Geforce - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de Vídeo Gainward 2GB GeForce GT730 DDR3 - NEAT7300HD46-2080F ; R$ 672,21 ;  Data: 17/10/2022 
Placa de Video AFOX AMD Radeon R5 230 1GB DDR3 64 BIT LP Heatsink - HDMI - DVI - VGA - AFR5230-1024D ; R$ 285,82 ;  Data: 17/10/2022 
Placa De Vídeo Galax Geforce Rtx 3070 Ti Lhr 1 Click 8Gb Preta ; R$ 4.684,41 ;  Data: 17/10/2022 
Suporte de Placa de Vídeo VGA Nexxus 2, Branco - Liketec - Logitech ; R$ 34,90 ;  Data: 17/10/2022 
Placa de video asus geforce tuf gaming gtx 1660 ti evo top ; R$ 5.299,89 ;  Data: 17/10/2022 
Placa de Video 2Gb GT610 Ddr3 64Bit Vga/Dvi/Hdmi AF610-2048D3L5 Afox ; R$ 367,69 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA GeForce GT730 4GB DDR3 128Bits AFOX - AF730-4096D3L6 ; R$ 1.055,00 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.859,63 ;  Data: 17/10/2022 
Placa de Vídeo Palit NVIDIA GeForce RTX 3090 GamingPro, 24GB GDDR6X,NED3090019SB-132BA ; R$ 15.519,03 ;  Data: 17/10/2022 
Placa de video 1GB DDR3 Nvidia Geforce KP-GT210 HDMI - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa De Video Pcyes Geforce Nvidia G210 1gb Ddr3 - 64 Bits ; R$ 228,00 ;  Data: 17/10/2022 
Placa de Vídeo Power Color Radeon RX 6700 XT - 12GB GDDR6 192 bits Hellhound ; R$ 9.299,99 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5 220 2GB DDR3 - AFR5220 ; R$ 359,90 ;  Data: 17/10/2022 
Placa de video Geforce Nvidia 1GB KP-GT210 DDR3 HDMI - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de Vídeo PCYes AMD Radeon HD 6570, 2GB GDDR3, 128 Bits, Gaming Edition - PJ6570HDR3SF ; R$ 800,00 ;  Data: 17/10/2022 
Placa de Vídeo NVIDA GeForce G210 1GB DDR3 64 Bits PcYes - Nvidia ; R$ 249,90 ;  Data: 17/10/2022 
Placa de Vídeo Colorful 2GB GeForce GT1030 GDDR4 - GT10302GV4-V ; R$ 981,64 ;  Data: 17/10/2022 
Placa de Vídeo Valianty G210 512MB GDDR3 64bit PCI-e 2.0 - Nvidia ; R$ 249,90 ;  Data: 17/10/2022 
Placa de vídeo Dazz Geforce GT730 4GB DDR3 128BIT Single Fan - Nvidia ; R$ 940,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Series Geforce - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de Vídeo Valianty G210 512MB GDDR3 64bit PCI-e 2.0 ; R$ 279,90 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 HDMI Nvidia Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Series DDR3 Nvidia Geforce - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de video da mesa avolight - ONE LIGHT ; R$ 716,83 ;  Data: 17/10/2022 
Placa de Video MSI GeForce GTX 1650 Ventus XS OC, 4GB, GDDR5, 128-bit, 912-V809-3060 ; R$ 1.662,00 ;  Data: 17/10/2022 
Placa de Vídeo Zotac Trinity Gaming 8GB GeForce RTX3070Ti GDDR6X / RGB - ZT-A30710D-10P ; R$ 8.075,25 ;  Data: 17/10/2022 
Placa de video pcyes amd radeon rx 550, 4gb gddr5, 128 bits dual fan, graffiti series - pjrx550dr512 - ULTIMATE EARS ; R$ 1.168,12 ;  Data: 17/10/2022 
Placa de Vídeo Colorful 2GB GeForce GT1030 GDDR4 - GT10302GV4-V ; R$ 981,64 ;  Data: 17/10/2022 
Placa de Vídeo Zotac Trinity Gaming 8GB GeForce RTX3070Ti GDDR6X / RGB - ZT-A30710D-10P ; R$ 8.075,25 ;  Data: 17/10/2022 
Placa de video pcyes amd radeon rx 550, 4gb gddr5, 128 bits dual fan, graffiti series - pjrx550dr512 - ULTIMATE EARS ; R$ 1.168,12 ;  Data: 17/10/2022 
Placa de Video 4Gb GTX1050Ti Ddr5 128bits Dvi/Dp/Hdmi GTX1050Ti Gainward ; R$ 1.528,02 ;  Data: 17/10/2022 
Placa de Vídeo XFX Speedster QICK319 AMD Radeon RX 6750XT Ultra Gaming, 12GB GDDR6, Ray Tracing, RDNA2 - RX-675XYLUDP QICK319 ULTRA ; R$ 3.619,99 ;  Data: 17/10/2022 
Placa de Vídeo Goline 1GB GeForce GT220 DDR3 - GL-GT220 ; R$ 287,12 ;  Data: 17/10/2022 
Placa De Video Nvidia Geforce RTX 3080 Tuf Gaming V2 10GB GDDR6 TUF-RTX3080-10G-V2-GAMING ASUS ; R$ 8.667,65 ;  Data: 17/10/2022 
Placa de video r5 220 1024mb afox ddr3 64bits dvi vga ; R$ 241,50 ;  Data: 17/10/2022 
Placa de Vídeo NVIDA GeForce G210 1GB DDR3 64 Bits PcYes - Nvidia ; R$ 255,00 ;  Data: 17/10/2022 
Placa de Video Gigabyte Geforce RTX2060 12gb Ddr6 HDMI/DP ; R$ 3.233,90 ;  Data: 17/10/2022 
Placa de Video AFOX Radeon R5 220 1024MB DDR3 64BIT ; R$ 297,99 ;  Data: 17/10/2022 
Placa de video gigabyte geforce gtx 1660 oc 6gb/192bits gddr5 hdmi+3dp gv-n1660oc-6gd ; R$ 3.283,97 ;  Data: 17/10/2022 
Placa De Video Afox 1gb Ddr3 Gt210 64 Bits Af210-1024d3l5-v2 ; R$ 259,90 ;  Data: 17/10/2022 
Placa de Vídeo PNY RTX 3060 REVEL EPIC-X RGB 12GB GDDR6 192-Bit Single Fan - VCG306012SFXPPB ; R$ 7.041,90 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce RTX 3080 Ti SG (1-Click OC) 12GB GDDR6X 384-bit -38IOM5MD99DD ; R$ 11.048,36 ;  Data: 17/10/2022 
Placa de vídeo R5 220 1GB DDR3 64bit Valianty ; R$ 335,80 ;  Data: 17/10/2022 
Placa de video 1gb ddr3 gt210 go line oem - SN ; R$ 496,00 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA Gainward GeForce RTX 3080 LHR 10GB DDR6 320 Bits - NED3080019IA132AX ; R$ 8.828,90 ;  Data: 17/10/2022 
Placa de Video. 12Gb RTX3060 192bit Hdmi/3xDisplayPort RTX-3060 Pegasus Gainward ; R$ 3.429,18 ;  Data: 17/10/2022 
Placa De Vídeo Nvidia Pcyes G 210 1gb Hdmi Vga Dvi DDR3 ; R$ 265,89 ;  Data: 17/10/2022 
Placa De Vídeo 1Gb N210 Msi Ddr3 64Bits ; R$ 559,25 ;  Data: 17/10/2022 
Placa de Video Mancer GTX 1650 Amorth Z, 4GB, GDDR6, 128-bit, MCR-1650AMT-Z1 ; R$ 1.530,81 ;  Data: 17/10/2022 
Placa de Video para Pc 1Gb Ddr3 Gt210 GeForce Nvidia 64bits Low Profile PcYes 30675 ; R$ 252,01 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT610 2GB DDR3 64 bits ; R$ 425,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT220 1GB DDR3 - 128 bits ; R$ 399,00 ;  Data: 17/10/2022 
Placa De Vídeo 2gb Galax Geforce Gt 710 Ddr3 ; R$ 683,40 ;  Data: 17/10/2022 
Placa de video Geforce Nvidia 1GB KP-GT210 DDR3 HDMI - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT220 1GB DDR3 - 128 bits ; R$ 410,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT220 1GB DDR3 - 128 bits ; R$ 449,90 ;  Data: 17/10/2022 
Placa de vídeo AMD PowerColor Red Dragon Radeon RX 500 Series RX 550 AXRX 550 4GBD5-DH 4GB. - Redragon ; R$ 1.813,90 ;  Data: 17/10/2022 
Placa de Vídeo Gainward 2GB GeForce GT1030 DDR4 - NEC103000646-1082F ; R$ 768,24 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Series Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Vídeo Asus Dual NVIDIA GeForce RTX 3060 TI O8G Mini V2 OC, RGB, 8GB , LHR, DLSS, Ray T - ZOTAC ; R$ 4.999,00 ;  Data: 17/10/2022 
Placa de Vídeo RX 550 4GB GDDR5 128 BITS DUAL FAN - PJRX550DR5128B - PCYES ; R$ 920,00 ;  Data: 17/10/2022 
Placa de Vídeo Asus NVIDIA GeForce DUAL RTX3060 O12G V2, , 12GB GDDR6, Ray Tracing - 90YV0GB2-M0NA10 ; R$ 3.041,10 ;  Data: 17/10/2022 
Placa de video palit geforce rtx 3060 ti 8gb gddr6 256 bits hdmi/dp - ne6306t019p2-190ad - v1 ; R$ 5.098,50 ;  Data: 17/10/2022 
Placa De Video Nvidia Quadro - T600 4gb Gddr6 128 Bits (4x Mdp) - Vcnt600-porpb - PNY ; R$ 2.066,15 ;  Data: 17/10/2022 
Placa de video Geforce Nvidia 1GB KP-GT210 DDR3 HDMI - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt-240 1Gb Ddr3 128Bit ; R$ 514,56 ;  Data: 17/10/2022 
Placa de Video Colorful GT 710 2GB DDR3 ; R$ 599,99 ;  Data: 17/10/2022 
Placa de Vídeo GPU GB Aorus AMD Radeon RX 6900XT M 16Gb RGB - Gigabyte ; R$ 9.899,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa Video KP GT730 Ddr3 Nvidia Geforce 128bit 2Gb Vga/Hdmi/Dvi - K-NUP ; R$ 443,19 ;  Data: 17/10/2022 
Placa de Vídeo AFOX 1GB GeForce GT420 DDR3 - AF420-1024D3L5 ; R$ 513,13 ;  Data: 17/10/2022 
Placa De Vídeo Colorful Rtx-3050 8Gb Battle Ax 3 Fan 8G Ex-V ; R$ 4.804,56 ;  Data: 17/10/2022 
Placa De Vídeo Goline 1Gb Geforce Gt210 Ddr2 - Gl-Gt210 X ; R$ 437,00 ;  Data: 17/10/2022 
Placa de Vídeo pcwinmax Geforce GT 740 4GB 128 Bits ; R$ 719,10 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce GT710 1GB DDR3 - 64 bits 71GGF4DC00WG ; R$ 370,00 ;  Data: 17/10/2022 
Placa de Video ASUS AMD Radeon RX 6700XT OC 12GB DDR6 256 BITS * - TUF-RX6700XT-O12G-GAMING ; R$ 6.150,11 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia GeForce RTX 3070 Twin Edge 8GB GDDR6 PCI-E 4.0 ZT-A30700E-10PLHR ZOTAC ; R$ 8.973,12 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Series Nvidia Geforce - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de Vídeo NVIDA GeForce G210 1GB DDR3 64 Bits PcYes - Nvidia ; R$ 349,90 ;  Data: 17/10/2022 
Placa de Video Asus Geforce Gtx 1660s Tuf Gaming Oc 6gb Gddr6 192 Bits - Tuf-gtx1660s-o6g-gaming ; R$ 2.613,80 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon RX560, 4GB, GDDR5, 128 Bits, HDMI/DVI/DisplayPort - AFRX560-4096D5H4-V2 ; R$ 1.667,44 ;  Data: 17/10/2022 
Placa de video Nvidia 1GB KP-GT210 DDR3 HDMI Geforce - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de Vídeo Sapphire Nitro+ RX 6650XT Gaming OC, ARGB, 8GB GDDR6, Arquitetura RDNA2, Ray Tracing - 11319-01-20G ; R$ 2.699,99 ;  Data: 17/10/2022 
Placa de video 1gb 5450 pcyes ddr3 64 bits pj54506401d3lp ; R$ 274,80 ;  Data: 17/10/2022 
Placa de Vídeo PCYes AMD Radeon HD5450 1GB, DDR3 ; R$ 228,00 ;  Data: 17/10/2022 
Placa de Vídeo MSI GeForce GT 210 1GB DDR3 64 Bits ; R$ 379,05 ;  Data: 17/10/2022 
Combo Placa De Video Gamer G210 Fonte ATX-200W Para PC - PCYES ; R$ 341,91 ;  Data: 17/10/2022 
Placa de Vídeo MSI GeForce GT 210 1GB DDR3 64 Bits ; R$ 379,05 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce GT710 1GB DDR3 - 64 bits 71GGF4DC00WG ; R$ 370,00 ;  Data: 17/10/2022 
Placa de vídeo Dazz Geforce GT210 1GB DDR2 64BIT Heats INK - Nvidia ; R$ 289,90 ;  Data: 17/10/2022 
Placa de Vídeo Sapphire Nitro+ RX 6650XT Gaming OC, ARGB, 8GB GDDR6, Arquitetura RDNA2, Ray Tracing - 11319-01-20G ; R$ 2.699,99 ;  Data: 17/10/2022 
Placa de Vídeo PNY NVIDIA Quadro RTX A2000, 12GB GDDR6, Ray Tracing - VCNRTXA200012GB-PB ; R$ 4.099,99 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt220 1Gb Ddr3 128Bits Low Profile Hdmi ; R$ 216,93 ;  Data: 17/10/2022 
Placa de Vídeo AMD Radeon RX 6600 Dual 8GB GDDR6 PCI-Ex 4.0 DUAL-RX6600-8G ASUS ; R$ 3.486,27 ;  Data: 17/10/2022 
Placa De Video Asus Geforce Rtx 3070Ti Tuf Gaming 8Gb Gddr6X 256Bit Tuf-Rtx3070Ti-8G-Gaming ; R$ 7.300,34 ;  Data: 17/10/2022 
Placa de Video Power Color Radeon RX 6700XT 12GB RED Devil GDDR6 192 BITS - AXRX 6700XT 12GBD6-3DHE/ ; R$ 7.922,89 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce GTX 1650 4GB DDR5 128 BITS - DUAL-GTX1650-4G ; R$ 1.800,71 ;  Data: 17/10/2022 
Placa de video KP-GT210 1GB HDMI DDR3 Nvidia Geforce - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de video 1GB Series KP-GT210 DDR3 Nvidia Geforce - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de Vídeo NVIDA GeForce G210 1GB DDR3 64 Bits PcYes - Nvidia ; R$ 349,90 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Nvidia DDR3 HDMI Geforce - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de video 1GB Nvidia KP-GT210 HDMI DDR3 Geforce - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 HDMI Nvidia Geforce - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de video 1GB Series KP-GT210 DDR3 Nvidia Geforce - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de Vídeo AFOX GeForce GTX750TI, 4GB, GDDR5, 128 Bits, HDMI/DVI/VGA - AF750TI-4096D5H1 ; R$ 1.253,02 ;  Data: 17/10/2022 
Placa de Vídeo Palit GeForce RTX 3080 10GB - GDDR6X 320 bits GamingPro ; R$ 7.899,99 ;  Data: 17/10/2022 
Placa De Video Radeon AXRX RX 6600 Hellhound 8GB GDDR6 8GBD6-3DHL POWER COLOR - PowerColor ; R$ 4.789,54 ;  Data: 17/10/2022 
Placa de Vídeo PCYes AMD Radeon R5 230, 2GB, DDR3 - PA230DR64LP ; R$ 279,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5 220 1GB DDR3 - AFR5220 ; R$ 299,73 ;  Data: 17/10/2022 
Placa de Vídeo PCYes NVIDIA GeForce G210 1GB, DDR3 - PA210G6401D3LP ; R$ 260,00 ;  Data: 17/10/2022 
Placa de Vídeo AFOX GTX1050TI GDDR5 4GB 128-Bit -AF1050TI-4096D5H7-V4 ; R$ 2.192,58 ;  Data: 17/10/2022 
Placa de video pcyes g210 1gb ddr3 64 pa210g6401d3lp ; R$ 599,99 ;  Data: 17/10/2022 
Placa De Vídeo Pcyes Geforce Gtx 1050 Ti Graffiti 4gb Gddr5 ; R$ 1.709,91 ;  Data: 17/10/2022 
Placa De Vídeo Nvidia Palit Stormx Geforce Gtx 10 Series Gtx 1050 Ti Ne5105t018g1-1070f 4gb ; R$ 2.270,50 ;  Data: 17/10/2022 
Placa de Vídeo Profissional Nvidia Quadro RTX A2000 12GB GDDR6 VCNRTXA200012GB-PB PNY ; R$ 5.957,50 ;  Data: 17/10/2022 
Placa de Vídeo AFOX 1GB GeForce GT240 DDR3 - AF240-1024D3L2 ; R$ 348,23 ;  Data: 17/10/2022 
Placa de Vídeo GeForce NVIDIA 6GB DDR5 192 Bits GTX 1660 Galax ; R$ 2.096,10 ;  Data: 17/10/2022 
Placa de Video 1GB AFOX PCI-EX GEFORCE GT220 DDR3 ; R$ 284,10 ;  Data: 17/10/2022 
Placa de Video AMD HD5450 DDR3 64Bits 1Gb - PS54506401D3LP ; R$ 310,65 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.958,23 ;  Data: 17/10/2022 
Placa de video pcyes g210 1gb ddr3 64 pa210g6401d3lp ; R$ 328,00 ;  Data: 17/10/2022 
Placa de video KP-GT210 1GB HDMI DDR3 Nvidia Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT220 1GB DDR3 - 128 bits ; R$ 366,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Geforce Nvidia DDR3 HDMI - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de video 1GB Nvidia KP-GT210 HDMI DDR3 Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT210 1GB DDR3 64 bits ; R$ 355,90 ;  Data: 17/10/2022 
Placa de Video Galax Geforce GTX 1650 EX 1CLICK OC 4GB DDR6 128BITS 65SQL8DS66E6 ; R$ 3.399,61 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Video Asus GeForce GTX1660 Super 6GB GDDR6 TUF-GTX1660S-O6G-GAMING ; R$ 2.499,00 ;  Data: 17/10/2022 
Placa de Video Asus Geforce Rtx 3080 Ti 12gb Gddr6x 384 Bits - Tuf-rtx3080ti-12g-gaming ; R$ 10.819,09 ;  Data: 17/10/2022 
Placa De Vídeo Afox Radeon R5 220, 1Gb Hdmi/Dvi/Vga ; R$ 238,82 ;  Data: 17/10/2022 
Placa De Video Galax Geforce Gt 730 2 Gb Ddr3 73Gpf4Hx003Q - Vila Brasil ; R$ 1.157,38 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.999,99 ;  Data: 17/10/2022 
Placa de Video Palit Geforce Rtx 3080 Gamerock 10gb Gddr6x 320 Bits Lhr - Ned3080u19ia-1020g V1 ; R$ 10.004,78 ;  Data: 17/10/2022 
Placa De Vídeo Galax Gt210 1Gb Ddr3 ; R$ 377,48 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia RTX 3070Ti Phoenix 8GB GDDR6X PCI-E 4.0 NED307T019P2-1046X GAINWARD ; R$ 5.731,04 ;  Data: 17/10/2022 
Suporte Vertical Placa De Video Gpu Ajustável Universal - New World 3D ; R$ 35,10 ;  Data: 17/10/2022 
Placa de Video AFOX Radeon RX 560 4GB DDR5 128 BITS ATX Dual FAN - HDMI - DVI - VGA - AFRX560-4096D5 ; R$ 1.588,78 ;  Data: 17/10/2022 
Placa de Vídeo AMD R5 220 1GB 64 bits DDR3 AFOX - AFR5220-1024D3L9-V2 ; R$ 245,66 ;  Data: 17/10/2022 
Placa de Video AMD Radeon HD 5450 1GB DDR3 64 BITS com KIT LOW Profile Incluso PCYES PJ1G5450R3 106984 ; R$ 271,50 ;  Data: 17/10/2022 
Placa De Video Gigabyte Geforce Gtx 1660 Super Oc 6gb/192bits Gddr6 Hdmi+3dp Gv-n166soc-6gd ; R$ 3.780,48 ;  Data: 17/10/2022 
Placa de video pcyes g210 1gb ddr3 64 pa210g6401d3lp ; R$ 309,85 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce Series - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 HDMI Nvidia Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 HDMI Nvidia Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de vídeo Gaming GeForce GTX 1650 128 bits 4GB DirectX 12 GTX 1650 D6 Ventus XS OCV1 - MSI - Nvidia ; R$ 1.839,00 ;  Data: 17/10/2022 
Placa de video 1GB DDR3 Nvidia Geforce KP-GT210 HDMI - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Video ASUS Radeon Dual RX 6600 O8G 8GB GDDR6 - DUAL-RX6600-8G ; R$ 3.324,38 ;  Data: 17/10/2022 
Placa De Vídeo GT710 2GB DDR3 PCI EXPRESS 2.0 - Pcyes ; R$ 399,90 ;  Data: 17/10/2022 
Placa de video palit rtx 3080 ti 12gb gddr6x ; R$ 15.520,00 ;  Data: 17/10/2022 
Placa de Vídeo Arktek Cyclops Gaming 1GB GeForce GT610 DDR3 - AKN610D3S1GL1 ; R$ 347,26 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Series Nvidia Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de video 1GB Series KP-GT210 DDR3 Nvidia Geforce - K-NUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Vídeo PCYES Radeon R5 230, 2GB, GDDR3, 64 Bits - PA230DR364LP ; R$ 397,00 ;  Data: 17/10/2022 
Placa de Video NVIDIA GT1030 2GB DDR4 64BITS - GAINWARD NEC103000646-1082F* ; R$ 725,00 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt-240 1Gb Ddr3 128Bit ; R$ 514,56 ;  Data: 17/10/2022 
Placa De Video Pcyes Geforce Gt 610 2gb Ddr3 64 Bits - PC YES ; R$ 329,99 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce RTX 3060 TI 8GB GDDR6 256 BTIS LHR * - DUAL-RTX3060TI-O8G-V2 ; R$ 4.709,54 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA Galax GeForce GTX 1050 TI 4GB DDR5 128 Bits DVI HDMI DP 50IQH8DSQ31C ; R$ 1.749,00 ;  Data: 17/10/2022 
Placa De Video Asus Geforce Rtx 3060Ti Dual Oc V2 8Gb Gddr6 256-Bit Dual-Rtx3060Ti-O8G-V2 ; R$ 4.925,54 ;  Data: 17/10/2022 
Placa de Vídeo Asus GeForce GTX 1660 Phoenix 6GB GDDR5 192Bit PH-GTX1660-O6G ; R$ 3.459,82 ;  Data: 17/10/2022 
Placa De Vídeo Galax Nvidia Rtx 3050 8gb Gddr6 128bit ; R$ 3.689,10 ;  Data: 17/10/2022 
Placa de Video Gigabyte Geforce GTX 1660 Super OC 6GB GDDR6 192 Bits HDMI/3X Displayport - GV-N166SOC-6GD ; R$ 2.327,03 ;  Data: 17/10/2022 
